userId,movieId,rating,timestamp
139,14,3.0,1064982035
141,100,4.0,838707210
142,7147,3.0,1490770088
144,5349,2.0,1329903782
146,166528,3.5,1554955672
147,2355,3.0,938768829
149,1466,3.5,1358811935
152,3535,2.0,993932499
155,2,3.5,1196560186
155,5902,4.0,1246915675
157,3580,2.0,1010325964
159,4299,4.5,1214775657
160,1580,4.5,1174082700
162,541,4.0,1001111717
164,4979,4.0,1123459541
166,7,4.0,942012643
166,1009,3.0,951602235
166,1994,4.0,951601071
166,2989,4.0,951600809
167,914,4.0,860414952
169,4299,3.5,1224522024
171,196,4.0,1105567493
171,1408,4.5,1074594042
171,3421,4.5,1074594447
171,6298,3.0,1105567271
172,41566,3.5,1423407903
174,2412,1.5,1553407924
174,122904,0.5,1553404485
175,1246,5.0,992232176
175,2550,2.0,992231740
175,3826,3.0,992401606
177,1037,2.0,935460401
178,2770,4.0,967834598
181,593,4.0,1547802859
181,3744,0.5,1547803839
181,39446,1.0,1547803920
181,133771,1.5,1547804239
184,5218,3.0,1164830045
186,356,3.5,1182975664
187,802,4.0,1277375441
187,2770,3.0,1277840120
187,5501,3.0,1277676894
187,31685,3.0,1277410104
187,53468,3.5,1299111872
187,68358,4.5,1277403560
187,80748,3.5,1287696425
187,95873,5.0,1352523346
188,3081,4.0,1025334064
189,2599,4.0,1078691247
190,1693,3.0,943066341
194,765,2.5,1378662193
196,4993,4.0,1138116613
198,798,4.0,863358351
201,535,4.0,941820548
201,2690,3.0,952214206
204,1036,3.5,1436877212
206,474,3.0,866082833
207,47200,4.0,1244568334
208,85510,3.0,1466447847
211,3999,2.5,1354955549
213,904,4.5,1112444493
214,432,2.0,846668299
215,6308,3.0,1051831427
216,2278,4.0,1029548243
216,7361,5.0,1085870247
217,1907,3.5,1110245880
217,5507,3.0,1110248236
220,1042,4.0,1329541655
223,1073,4.0,1324075493
224,59369,4.0,1397677634
226,480,3.5,1059514593
226,2393,1.0,1059516218
226,4305,1.0,1059589233
227,954,4.0,1323980109
228,1464,3.0,1294700786
228,51927,2.5,1294670163
229,784,4.0,841251588
230,524,4.0,862573114
230,1213,3.0,864120916
231,527,5.0,836744965
235,356,3.5,1513480302
236,122,3.0,848680508
236,786,4.0,848680508
240,145,5.0,962964123
240,3441,5.0,963019485
242,7254,2.0,1141949264
243,5459,2.5,1464282806
243,58047,3.5,1464344997
243,95510,3.5,1464281113
244,595,4.0,891241194
246,139655,4.0,1553430586
247,5009,4.0,1021257913
249,1610,3.0,1124733569
252,2918,2.5,1543717446
255,1527,4.0,1124671126
256,1914,3.0,974953984
258,185,4.0,847331266
260,969,3.0,1337177789
261,3438,1.0,999651188
264,1653,4.0,1543393279
267,50,4.5,1375906698
269,380,4.0,837345958
272,2580,3.0,974881225
276,3450,5.0,973104654
278,371,4.0,851602735
279,2080,3.0,1036505686
280,1614,4.0,1026413016
280,4840,4.0,1028729011
283,63992,5.0,1430628727
284,6373,1.0,1431924766
284,56587,0.5,1458071356
285,1088,4.0,909247611
285,1994,3.0,909247268
285,4458,4.0,1038429325
288,3527,5.0,1026928258
292,953,4.5,1378334902
294,1101,3.5,1546361901
294,117881,3.0,1550701166
296,527,5.0,1322153940
296,5444,3.0,1322252700
296,98809,3.0,1370227744
300,122900,3.5,1462301795
301,79132,3.0,1484675404
302,89745,5.0,1470857087
304,1089,3.0,939036180
304,2745,4.0,949614347
308,72011,5.0,1358949710
311,592,3.0,840643375
313,5299,3.0,1104501155
317,2644,4.0,1072861014
318,2353,3.0,1131659022
318,35836,4.0,1131659245
319,1259,4.0,939687798
321,19,1.5,1540499943
321,1994,4.0,1540557481
321,4641,3.0,1540570858
321,46976,4.0,1540497141
321,112623,3.0,1540570247
322,1266,4.0,987392129
322,4018,4.0,1061689818
323,6993,4.5,1120665715
325,1399,4.0,868717016
329,161,5.0,835707740
332,4306,5.0,1055379547
334,482,5.0,1320755616
338,3897,3.5,1324711473
343,608,5.0,1118131120
344,353,4.0,831824441
345,2898,3.0,984709262
346,223,4.0,944899777
348,4993,4.5,1054962541
353,733,3.0,860097263
355,31696,4.0,1534193459
355,130636,3.0,1534193769
357,1343,4.0,1367250745
357,4993,1.5,1367156655
357,64969,1.5,1552299637
358,260,3.5,1459592673
359,589,4.0,975767289
359,2372,3.0,975768333
360,653,3.0,862995825
364,527,5.0,1351760609
364,6001,4.0,1351760955
368,589,5.0,1402798982
368,8961,4.0,1402798802
370,260,4.0,945821442
370,1566,3.0,945823718
371,5,4.0,854270035
373,1688,4.0,1291430074
375,3300,3.0,1284917373
378,2105,4.0,1164104854
379,1343,4.0,1337172305
379,106487,3.0,1397695262
382,92259,1.5,1450751888
386,1270,4.0,1096071288
388,1380,2.0,1504733164
389,1230,5.0,1079094787
393,50802,4.0,1276033921
395,1271,4.5,1319160996
395,82378,4.5,1317513342
396,1196,3.0,901407385
397,1923,4.5,1465666247
399,457,3.5,1198624283
400,1801,4.0,920332831
402,3996,4.0,1285010136
402,91094,4.0,1446306921
404,47,4.0,842608592
406,31685,5.0,1477189959
406,130490,4.5,1477189717
408,2012,2.5,1225235774
409,539,3.5,1111820353
410,741,4.0,1226344763
412,4306,4.0,1551832983
414,647,4.0,861195493
416,1025,3.0,1154006314
417,1147,5.0,949212733
418,56782,5.0,1299798005
421,908,5.0,901017450
425,3967,4.5,1344280743
426,1252,3.0,1314545966
426,2949,2.5,1281842664
426,5379,3.5,1349325268
426,48783,3.5,1450544567
426,87869,1.0,1427861079
427,107,4.0,844455718
428,616,4.0,835622627
431,364,3.0,1111672740
431,1663,4.5,1111672544
431,3682,4.0,1112506269
431,8961,3.0,1112505839
435,260,5.0,990927111
435,4016,5.0,991693660
437,1265,4.0,1022288081
439,720,3.5,1564418469
439,96737,4.0,1564418262
440,1517,4.0,1230019930
440,5498,3.5,1241207693
440,59143,4.5,1230018651
441,55282,2.5,1232478397
443,1292,4.0,960254596
445,2005,5.0,1470565480
446,162,5.0,1017978845
446,1584,3.0,1017978270
446,2949,3.0,1017900785
447,308,4.0,859580473
449,89745,4.0,1491787693
450,1729,3.0,1439794195
450,5903,2.0,1439794168
450,48043,2.0,1439794206
450,86911,2.0,1439794162
452,193,4.0,1322771175
455,628,5.0,846412444
459,48,3.0,942863101
460,1036,5.0,1482765958
460,51935,4.5,1482766279
460,129514,5.0,1482766035
462,539,3.5,1138574884
462,3555,3.5,1138574345
463,733,5.0,854641190
467,2193,3.5,1318582226
468,6807,4.0,1112072637
469,31685,3.5,1495364251
470,3448,3.0,985027919
472,1593,3.0,985140017
473,1213,5.0,945572318
477,110,5.0,1086628521
477,2232,3.5,1109101512
477,4889,4.5,1154820373
477,33679,4.0,1137294922
480,858,5.0,859578685
482,163,4.0,845217471
485,27808,4.0,1497756147
488,1580,4.0,962433872
489,69481,3.5,1558763311
489,193253,3.0,1558763311
491,106766,4.5,1519564929
494,628,4.5,1340862997
494,4299,3.0,1340859140
494,56176,3.0,1340866851
494,140525,3.5,1532911815
497,2135,5.0,1027542744
500,2716,1.5,1138806322
502,361,4.0,839794240
504,52458,4.5,1372732964
509,1356,4.0,966699915
512,595,4.5,1264125883
514,1466,5.0,1427800045
514,69122,2.0,1427619793
515,5899,3.0,1133389270
519,48,0.5,1084885945
519,1259,2.5,1085970011
519,3114,3.5,1085970215
519,5903,4.0,1085971302
521,589,3.5,1279793429
521,50872,3.5,1279876714
523,1625,5.0,957027785
526,95,3.0,874928575
526,1270,4.0,874930638
527,98809,3.0,1445632681
531,344,0.5,1292733768
534,2692,4.0,1042672531
538,903,4.5,1296501263
538,80693,4.0,1299117347
541,1178,5.0,1542827254
541,3578,5.0,1542827247
541,26347,5.0,1542827256
541,71838,4.5,1542827244
541,126090,5.0,1542827256
541,170697,4.0,1542827254
542,1625,4.0,1540977492
543,586,3.5,1550089891
544,30707,3.5,1453584854
545,432,3.0,837169616
548,21,3.0,1431644989
548,1214,4.0,1431644980
548,2096,4.0,1431644959
548,3053,4.0,1431644976
548,4299,3.0,1431645045
548,5523,2.5,1431644914
548,6942,4.0,1431644888
548,26603,3.5,1431644989
548,40148,3.5,1431645028
548,52321,3.5,1431644935
548,59336,3.0,1431644999
548,69606,2.0,1431644926
548,79428,2.5,1431644958
548,89170,3.0,1431644968
548,97709,3.0,1431644931
548,107361,3.5,1431644907
548,116608,2.5,1431644893
548,135861,3.0,1445039431
548,144500,3.0,1445084195
550,2003,3.5,1540675731
551,34,3.0,1132615589
551,3088,3.0,1130109603
552,7090,4.0,1096938828
556,2858,4.5,1447407751
559,880,3.0,850697800
561,500,2.0,966805967
561,2133,4.0,966805792
562,3252,4.0,1462466813
565,288,5.0,910436385
565,2009,5.0,910434207
566,1265,5.0,1105154723
566,8961,5.0,1105154195
567,3147,4.0,1133744489
567,8464,4.0,1136220451
568,4148,5.0,992031945
572,165,3.0,985384794
572,1616,2.0,985384749
572,2997,4.0,985380413
572,6808,4.5,1071680342
575,7444,4.0,1352665798
577,586,4.0,1518792629
580,266,4.0,832952488
581,3066,3.0,1193560747
583,97304,4.5,1449378724
587,1682,5.0,1034002113
587,5463,3.5,1094075176
590,172,2.0,1238964872
591,3702,3.0,1007504065
592,2266,2.0,974047627
594,527,4.0,836177339
597,500,4.0,1018201404
597,1755,4.0,1018201661
597,3438,2.0,1018203034
598,4963,5.0,1460869750
598,56171,1.0,1460870402
600,32,4.0,836570542
601,4316,3.0,1035754404
606,104,4.5,1503538968
606,3809,4.0,1496447263
606,40629,2.5,1506206276
606,79134,4.5,1562353599
606,108190,4.0,1474101949
606,166461,4.5,1488685666
607,69481,4.0,1534278047
608,3799,1.5,1439866603
608,104283,4.0,1439867242
610,4718,1.0,1432686470
611,1222,5.0,953319960
612,3578,3.0,1558193993
613,4545,2.0,1112066976
617,1265,1.0,977694939
619,48780,2.5,1433207122
621,32,3.0,875723226
624,348,3.0,835391649
626,353,4.0,955039566
626,1066,3.0,991156076
626,1688,4.0,953848597
626,2273,4.0,979154096
626,2804,5.0,953848716
626,3431,2.0,1020471356
626,4039,2.5,1139112933
626,4975,4.0,1024499082
626,6333,4.5,1055249553
626,8183,4.0,1129172397
626,37857,3.0,1143686324
628,43560,2.5,1480626588
628,99112,3.0,1480626585
628,134130,4.0,1480626583
630,1593,2.0,1074007149
630,4992,4.0,1059320704
632,6155,3.5,1150114034
635,79132,5.0,1447030830
639,1198,4.0,919156069
641,349,3.0,913128422
642,367,3.0,1143565665
642,4973,4.0,1143553634
645,587,3.0,841205841
647,51255,4.0,1418241541
647,168248,3.5,1558300099
648,3052,1.5,1486811120
648,8368,3.5,1485085973
648,76251,0.5,1486814217
648,134130,3.0,1485085978
649,1562,2.0,996855567
650,3949,5.0,1512758647
652,7147,4.0,1392230077
653,1086,4.5,1567273289
653,2291,4.0,1037054639
653,3648,4.0,1565362831
653,5801,5.0,1038774075
653,59615,3.0,1494023600
653,155288,3.5,1489953085
656,46322,4.0,1171227569
658,70286,3.5,1286861758
663,151,3.0,831600597
665,2947,4.0,945896089
670,48,2.0,1119287492
672,2706,4.0,1002393617
675,3948,4.0,1531789937
676,905,4.0,874841239
677,272,3.0,832422953
680,2150,3.0,940090017
686,34,4.0,992330867
687,79091,4.0,1458244959
690,2080,5.0,955642124
692,457,5.0,835005269
694,968,5.0,945603465
694,2313,4.0,945609972
695,166,3.0,941482199
695,780,3.0,938392366
695,1569,3.0,941482198
695,2123,3.0,941479185
695,2907,1.0,941482581
697,1210,4.0,1084990721
698,33493,2.0,1490883924
700,1527,5.0,1350795439
702,123,4.5,1570859284
702,106782,4.0,1570859284
705,95,2.5,1465262263
705,5463,2.0,1485742782
705,87430,2.5,1489414643
706,5952,5.0,1111565787
707,1297,2.0,960331775
707,2657,1.0,960331954
708,1617,3.0,1014970050
709,4816,2.5,1483877867
709,69784,4.5,1483878777
710,356,4.0,1227153873
712,6595,5.0,1437198444
713,3527,5.0,1486852202
714,3114,2.0,1140934280
714,72011,4.0,1272832305
718,357,4.0,1104620354
719,2396,4.0,945756468
722,1097,4.0,1040447621
723,2542,4.5,1492177575
725,3897,4.0,1295906157
727,7153,4.0,1484946008
731,81,3.0,850761908
732,2829,2.0,938996112
734,1345,4.0,992791827
734,3102,4.0,992392005
736,47,4.5,1441979475
736,97393,4.5,1441979706
738,1784,3.5,1248175989
738,58293,0.5,1248173047
740,1204,4.0,1456746769
740,44191,3.0,1456736433
740,112138,3.0,1456746713
741,2858,5.0,1262042124
741,71579,5.0,1436046569
744,106696,4.5,1422255965
748,327,3.0,844682624
750,60074,4.0,1548402371
751,4718,4.0,1019600431
754,345,4.0,847140369
756,680,3.0,1167860938
756,3698,3.5,1167861040
756,41285,3.0,1167790869
757,1037,3.0,1184343894
757,1690,3.5,1184073340
757,2532,4.5,1184346251
757,3503,4.0,1184015646
757,4792,3.5,1186425632
757,6530,3.5,1184703409
757,8787,3.5,1184346139
758,58559,4.5,1523415171
763,47610,3.5,1524346845
765,1221,4.0,916325111
767,491,2.0,842454868
768,5971,5.0,1456465676
768,120466,0.5,1456464819
770,3435,4.5,1203545714
772,44,3.0,908130006
772,1233,5.0,908129679
773,218,5.0,859658770
775,7153,4.0,1460320410
778,593,4.0,839914002
782,1848,2.5,1283284877
785,1265,5.0,946119435
786,4447,5.0,1405811905
787,61470,4.0,1241406399
791,5218,4.5,1515185048
793,1387,4.0,1021257918
793,5025,4.0,1021256367
795,1258,3.0,1270401435
795,34150,3.0,1270479175
797,74458,4.5,1328983730
798,112183,3.0,1440383621
801,1206,3.0,1480454382
801,6377,3.0,1480453557
801,66744,2.5,1490287878
801,122882,3.5,1480451684
803,236,3.5,1089147333
803,1227,4.0,963577067
803,2731,4.5,1089143934
803,3629,4.0,963497660
803,4776,2.0,1023378849
803,5956,4.0,1059234428
803,8207,5.0,1089074801
803,63222,3.5,1232577000
805,828,5.0,951092460
805,1907,5.0,951092628
805,2656,5.0,951090310
807,2144,4.5,1302638068
810,1293,4.0,1005703631
811,26,5.0,829186422
815,1240,4.5,1263208482
815,33615,4.0,1459513723
817,235,4.0,840846889
821,161,4.0,868402802
821,1407,5.0,868400856
823,161,4.0,840033488
825,115713,2.5,1448361324
828,260,5.0,974776096
828,1250,4.0,974778517
828,2313,3.0,975127206
828,3551,2.0,975129932
830,122,1.0,884047850
832,296,4.0,1477925864
832,40819,3.0,1483888211
833,78499,3.5,1467653395
836,144,4.0,940637277
836,1682,4.0,941997248
837,104,3.0,1160158761
837,8958,1.5,1160161076
840,521,5.0,839581853
843,2389,3.0,968569371
844,1407,4.0,943089035
845,2571,3.0,1528667521
846,945,4.0,1074201566
846,1719,3.0,1074191259
846,2445,2.5,1074197898
846,3301,1.5,1074202746
846,4464,2.0,1074192908
846,6541,3.0,1074185631
847,538,2.5,1070313110
847,1199,4.0,1055353395
847,1753,1.5,1064119029
847,2315,0.5,1070312226
847,2929,2.5,1379593492
847,3553,3.0,956639558
847,4234,2.5,1064121705
847,5230,2.5,1531620917
847,6711,4.0,1147239067
847,8125,4.5,1098240238
847,26822,4.5,1406726885
847,47150,4.5,1231809022
847,62577,1.5,1259804908
847,85981,4.5,1304911138
847,104231,3.0,1387778836
847,154092,3.5,1533569739
848,110,2.5,1394770131
848,2944,4.0,1387951342
848,8039,2.0,1456198220
848,71518,1.5,1483336546
850,971,5.0,1143002230
854,292,4.0,834346432
856,8961,5.0,1448614032
857,3527,4.5,1164743742
858,1073,4.0,1018466832
858,3004,2.0,1105347850
858,5992,5.0,1105348839
859,260,4.0,1114191204
859,1359,3.5,1154536709
859,2762,5.0,1114191158
859,5418,4.0,1114542601
859,37733,5.0,1140838025
860,440,3.5,1111533961
860,1614,3.0,1111614707
860,2450,4.0,1111616082
860,3624,3.0,1111547714
860,5003,2.0,1111533335
860,7883,3.5,1111534055
861,1769,3.0,949776727
862,96488,4.0,1437444934
864,378,2.0,838331869
865,1962,4.5,1461371365
865,7198,4.5,1461371364
865,112552,4.5,1461371365
868,95088,3.0,1415987528
871,1690,3.5,1520169124
871,8368,3.5,1520426820
871,79057,3.0,1520121397
871,117529,3.0,1520121311
872,2296,1.0,1194912638
873,39381,3.5,1155768069
875,2701,1.0,948398351
876,1100,0.5,1191931943
876,4878,5.0,1191933033
877,1923,2.5,1196325398
879,60343,4.0,1282955730
884,79,3.0,850055361
886,8961,4.0,1168350934
888,919,3.0,850697360
891,837,3.5,1217424721
891,3819,4.0,1217415941
892,203,3.0,838064816
894,21,3.5,1111629729
894,2000,4.0,1111544665
894,5254,2.5,1114658085
896,2706,2.5,1353477311
896,73319,2.5,1405303964
897,2959,5.0,1123038997
899,4034,4.5,1434306293
901,16,4.0,1492810414
901,2720,2.5,1492908414
901,6287,2.5,1493276033
901,48516,4.0,1492809756
901,78893,2.0,1503326587
901,109374,4.0,1492810616
901,184017,1.0,1544966971
902,3969,4.0,1128557812
903,6753,5.0,1095044099
904,6593,4.0,1568880404
904,72226,5.0,1568880116
904,175569,4.5,1568886153
905,3198,5.0,965184358
906,90249,4.5,1570476809
908,207,2.0,1168429292
909,6502,4.0,1101785382
910,81834,3.5,1534248822
912,296,3.5,1274088814
912,72043,3.5,1285934367
916,4344,4.0,1009579941
917,2249,2.0,942678211
919,1214,5.0,1512228066
919,3175,4.0,1512301669
919,42723,4.5,1512224458
919,112552,5.0,1512223536
920,782,3.0,840869255
924,95,3.0,1175548286
924,2712,1.5,1172850031
924,8948,3.0,1190647344
925,247,5.0,837004371
927,198,4.0,1001810536
927,1342,4.0,1001807048
927,2542,3.0,1001809251
927,3751,4.0,1001806223
930,1124,5.0,917364043
933,2962,4.0,948901900
935,4878,4.5,1468245813
936,96610,4.5,1449741688
939,151,4.0,962588116
939,1097,3.0,962585713
939,2143,4.0,962638901
939,3285,2.0,1054532999
939,5944,4.5,1054655919
941,110102,4.0,1440067860
942,4699,3.0,1017690038
944,1801,2.5,1506825803
944,33679,3.5,1504395455
947,58,3.5,1224434606
947,2617,3.5,1225041931
947,44199,4.5,1224433790
947,89759,2.5,1327141061
948,2355,4.0,1013967965
949,2406,5.0,998701207
952,1196,4.5,1509317204
954,2622,4.0,1171413953
956,6377,5.0,1496362769
958,296,5.0,847129247
960,34,3.0,1077727865
960,2571,4.5,1100816826
960,6541,2.0,1079788780
961,2692,4.0,1031007614
963,3255,2.5,1237537640
964,1297,4.0,899517540
966,255,1.0,858531649
967,1307,3.5,1516750108
967,78499,3.5,1516670336
968,541,4.0,1128764608
968,5283,3.5,1145378557
972,1197,4.0,1222817459
973,106782,4.0,1569276147
974,3706,1.0,962580932
978,1221,5.0,940687280
979,4963,4.0,1022420357
982,587,5.0,848843935
983,1212,4.5,1124704253
983,2470,2.0,1076866553
983,4367,2.0,1111596128
983,6957,3.0,1126006714
983,48516,4.0,1167261102
983,96281,3.0,1359320604
984,703,4.0,832002185
986,650,2.0,863363138
986,1406,2.0,863364436
987,48516,3.5,1490719842
992,31,4.0,847061924
993,1921,4.0,1171485504
993,82767,2.5,1307470602
995,1687,3.0,946974975
997,97,3.5,1529294640
997,1235,3.5,1529374239
997,2404,2.5,1529489262
997,3752,3.0,1529261064
997,5502,4.0,1529251305
997,8372,1.5,1529489732
997,47099,3.5,1529266601
997,64716,3.5,1529262812
997,81782,3.5,1529469974
997,94985,3.5,1529264104
997,107348,3.0,1529373935
997,139879,4.0,1530009260
997,168252,4.5,1529249456
997,182853,4.5,1529417617
999,1173,3.0,1039756068
999,3396,5.0,1039998417
1000,2618,3.0,1111540334
1004,380,4.0,1144715816
1007,1911,2.0,1111489937
1009,748,4.0,867321401
1011,2174,3.0,1491060810
1011,99114,4.5,1491060813
1012,2012,4.0,1451617192
1013,1127,4.0,954810282
1014,4019,3.0,1455221735
1015,708,3.0,856131252
1018,6539,4.0,1076994185
1019,189041,3.0,1562288360
1021,127202,4.0,1446936477
1026,370,5.0,946150917
1030,11,2.0,1043707690
1030,2617,3.0,1043707025
1031,1376,2.5,1105409703
1033,5971,5.0,1181105341
1034,134853,5.0,1519071151
1036,1210,4.0,944925700
1036,2430,3.0,945125017
1037,2013,2.0,939681021
1038,1172,3.0,1157500931
1038,2502,3.0,1128711386
1038,5135,4.0,1128709528
1038,27604,2.0,1128711767
1040,30749,4.5,1443741100
1041,2006,4.0,980999950
1042,1270,4.5,1394130465
1043,778,3.5,1277290476
1044,1253,5.0,944950048
1048,344,3.5,1168359453
1048,2987,3.5,1168359779
1048,8914,3.5,1168441458
1049,47,3.0,940521130
1051,54001,3.0,1263856565
1052,1552,4.0,966019151
1053,1385,3.0,1303017246
1055,179189,1.0,1507898094
1059,7361,4.5,1449975386
1061,308,3.0,840658014
1062,34437,4.0,1225447400
1065,371,4.0,961380813
1065,2598,4.0,961383427
1066,7482,4.0,1250662265
1067,1249,3.0,955077482
1067,3083,4.0,949006532
1067,6271,4.5,1055206465
1068,116797,3.0,1518303047
1071,1206,4.0,1274731703
1071,81753,3.0,1290018321
1074,1084,5.0,906132975
1074,2076,3.0,906134039
1075,39183,4.0,1228090307
1078,2395,5.0,1042683675
1081,1674,5.0,1037142259
1083,550,4.0,841156287
1087,296,4.0,1280528091
1089,193,1.0,1031593889
1089,1683,3.0,1031601487
1089,3357,4.0,1031599798
1091,44,3.0,845762365
1093,4027,4.0,1344727603
1095,191,2.0,835217009
1097,1625,4.5,1360193432
1100,4993,4.0,1430012632
1101,3527,3.5,1496025025
1101,104879,4.0,1496025077
1103,1178,5.0,945197628
1103,2789,1.0,945196286
1106,4226,4.0,1273069228
1107,5451,3.0,1107411598
1109,46578,4.5,1170697453
1114,733,5.0,1076478594
1115,1230,3.0,985128049
1115,3717,1.0,985128785
1118,1586,3.5,1135107465
1121,207,1.0,1078201511
1122,69757,3.0,1480217768
1123,1320,2.0,995927904
1123,2822,4.0,995940251
1124,1230,5.0,1011037846
1126,8961,3.5,1131564580
1128,3901,0.5,1107414947
1129,380,4.0,833842873
1132,344,3.0,948915011
1133,2722,4.0,962987531
1137,368,1.5,1172183470
1137,2431,3.0,1172182522
1137,7090,4.0,1172179825
1139,45950,4.5,1239702455
1140,628,5.0,866637326
1141,480,4.0,1501359584
1143,356,3.0,835806293
1146,858,5.0,940619320
1146,1393,4.0,940621338
1146,2922,3.0,940873301
1148,1416,2.0,1378908861
1148,72998,4.5,1419541720
1149,5679,5.0,1501367585
1149,96857,4.0,1501549501
1150,1257,3.0,963192962
1151,1028,3.0,973741600
1154,60069,4.5,1561673056
1156,110,4.0,952876863
1156,2396,4.0,952784622
1157,833,3.0,945578171
1157,2144,5.0,945574886
1159,1020,3.5,1250414739
1160,537,4.0,836463076
1163,778,4.0,1183518352
1165,318,4.5,1464031227
1166,4557,4.0,1147328199
1167,115569,5.0,1552322703
1168,1275,3.0,1365417955
1168,4344,4.0,1349988837
1169,302,4.0,828381613
1171,1296,3.0,938829259
1172,55721,5.0,1542338932
1173,1586,1.0,1020272810
1173,3107,2.0,1018168100
1175,290,3.0,1276952538
1176,3751,4.5,1500186821
1177,3825,3.0,1140911433
1178,3354,4.0,985663339
1183,5952,4.5,1507750709
1184,1097,5.0,941717508
1184,2413,2.0,941718902
1186,590,3.5,1488303786
1187,1036,3.0,1459100873
1187,99764,5.0,1420134108
1189,1222,3.0,970848066
1189,3510,3.0,996256260
1190,8949,2.0,1209031005
1192,68954,4.5,1473173566
1194,104841,3.5,1546247531
1196,1240,3.0,1323579320
1197,2333,3.0,946166948
1198,1459,3.0,866212598
1201,30803,5.0,1216033319
1202,27033,5.0,1438381507
1203,355,3.0,1421537489
1203,1485,4.0,1421537994
1203,2406,2.5,1421535098
1203,3688,4.5,1421534947
1203,5027,0.5,1421528974
1203,7646,5.0,1421524688
1203,65230,3.5,1421540377
1203,125916,0.5,1437676078
1207,1584,3.0,945123509
1208,2949,3.0,1127196395
1209,608,5.0,945951110
1209,5878,4.5,1106753470
1212,4993,4.5,1364739926
1214,1246,4.0,945160823
1214,2826,3.0,950602237
1219,300,3.5,1107138221
1219,2105,0.5,1107139425
1220,2959,5.0,1210620613
1222,105,2.0,945633383
1222,1278,5.0,947200358
1222,2905,4.0,946842148
1223,4011,3.5,1537061630
1224,7445,3.5,1468085452
1224,157296,4.0,1500217882
1228,288,4.0,1464632363
1228,1587,3.5,1483742728
1228,2951,3.5,1464637067
1228,5474,3.0,1547137921
1228,40583,3.5,1464631299
1228,91542,2.5,1464630467
1228,152079,3.0,1538220828
1229,29,4.5,1136716108
1230,1180,4.0,969807066
1232,1030,4.5,1485926374
1232,80860,2.0,1439786291
1232,140523,3.0,1442038434
1234,3527,3.0,976677750
1238,4874,4.5,1495914409
1239,3113,3.0,1169861586
1241,8371,4.0,1536983728
1242,1222,3.5,1158315268
1242,4896,4.0,1157936281
1243,110,3.5,1237723711
1243,2807,0.5,1238238718
1243,6874,4.0,1237600160
1243,60937,1.0,1237674853
1246,593,4.0,1167289405
1247,531,3.0,842869701
1249,3272,1.0,962783585
1253,50,2.0,1375912172
1254,858,4.0,1243893677
1254,4995,4.0,1264797976
1256,2959,4.5,1212828807
1259,59315,5.0,1553294782
1260,552,3.0,833420465
1262,1025,4.5,1314845703
1263,3296,3.0,1004074993
1265,2858,3.5,1538961812
1269,34,4.0,942875548
